Date,Variation,Valeur,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total,source
2026-06-17,1.25,9368115,9368115,2840,3323,2840,3323,DATA
2026-06-17,1.48,48920225,48920225,3760,13176,3760,13176,BOA_NIGER
2026-06-17,1.51,19442910,19442910,5380,3649,5380,3649,DATA
2026-06-17,3.66,176287930,176287930,5805,30164,5805,30164,BICB
2026-06-17,0.0,9784115,9784115,7590,1294,7590,1294,DATA
2026-06-17,1.83,84718730,84718730,22500,3769,22500,3769,DATA
2026-06-17,0.89,273804110,273804110,7350,37276,7350,37276,BOA_SN
2026-06-17,0.34,48228825,48228825,4450,10860,4450,10860,BOA_MALI
2026-06-17,-4.4,5425215,5425215,1520,3547,1520,3547,SEMC
2026-06-17,2.3,149182400,149182400,8900,16978,8900,16978,DATA
2026-06-17,-0.13,23436480,23436480,3940,5964,3940,5964,DATA
2026-06-17,-1.37,34071975,34071975,8280,4138,8280,4138,DATA
2026-06-17,-0.61,40184710,40184710,16400,2443,16400,2443,ECOBANK_CI
2026-06-17,-0.68,12211160,12211160,2175,5592,2175,5592,Filtisac
2026-06-18,0.0,19867435,19867435,22400,879,22400,879,DATA
2026-06-18,0.24,63886585,63886585,8300,7866,8300,7866,SOGB
2026-06-18,-0.37,8393220,8393220,2680,3130,2680,3130,ORAGROUP_TOGO
2026-06-18,2.81,23768350,23768350,2015,12000,2015,12000,DATA
2026-06-18,-0.39,81349935,81349935,9055,8989,9055,8989,BOA_CI
2026-06-18,0.0,19867435,19867435,22400,879,22400,879,CORIS_BANK
2026-06-18,1.79,1127020,1127020,57000,20,57000,20,DATA
2026-06-18,0.24,63886585,63886585,8300,7866,8300,7866,DATA
2026-06-18,3.04,15765850,15765850,15095,1055,15095,1055,Nestle
2026-06-18,0.26,6539795,6539795,1950,3346,1950,3346,Uniwax
2026-06-18,5.05,57128665,57128665,4995,11545,4995,11545,CIE CI
2026-06-18,3.04,15765850,15765850,15095,1055,15095,1055,DATA
2026-06-18,0.0,294360,294360,4460,66,4460,66,DATA
2026-06-18,0.61,64087510,64087510,16500,3884,16500,3884,ECOBANK_CI
2026-06-18,-0.22,41633820,41633820,22450,1858,22450,1858,DATA
2026-06-18,-1.57,7627165,7627165,3440,2210,3440,2210,Servair
2026-06-18,-1.46,22107210,22107210,3705,5930,3705,5930,BOA_NIGER
2026-06-18,0.0,75802225,75802225,39000,1944,39000,1944,SGB CI
2026-06-18,0.0,52372835,52372835,2310,22556,2310,22556,DATA
2026-06-18,7.48,9280965,9280965,4740,1991,4740,1991,Tractafric
2026-06-18,2.81,23768350,23768350,2015,12000,2015,12000,Bernabe
2026-06-18,0.0,14811850,14811850,39000,380,39000,380,Solibra
2026-06-18,2.16,9093945,9093945,15850,578,15850,578,SMBC
2026-06-18,0.0,10685770,10685770,3500,3064,3500,3064,Setao
2026-06-18,-3.56,10838960,10838960,2300,4708,2300,4708,DATA
2026-06-18,0.47,20844690,20844690,19040,1098,19040,1098,NSIA
2026-06-18,0.0,9501725,9501725,2795,3406,2795,3406,Erium ci
2026-06-18,1.01,4060810,4060810,3495,1176,3495,1176,Total senegal
2026-06-18,0.0,52372835,52372835,2310,22556,2310,22556,AGL
2026-06-18,2.16,9093945,9093945,15850,578,15850,578,DATA
2026-06-18,-2.86,7692525,7692525,3900,1938,3900,1938,DATA
2026-06-18,-3.56,10838960,10838960,2300,4708,2300,4708,NEI-CEDA
2026-06-18,5.05,57128665,57128665,4995,11545,4995,11545,DATA
2026-06-18,0.76,8925105,8925105,11990,758,11990,758,DATA
2026-06-18,0.87,5348990,5348990,28445,189,28445,189,DATA
2026-06-18,0.76,8925105,8925105,11990,758,11990,758,SODE CI
2026-06-18,1.79,1127020,1127020,57000,20,57000,20,Unilever
2026-06-18,0.0,9501725,9501725,2795,3406,2795,3406,DATA
2026-06-18,0.6,10758800,10758800,15900,679,15900,679,DATA
2026-06-18,6.25,42107472,42107472,34,1284180,34,1284180,DATA
2026-06-18,-2.86,7692525,7692525,3900,1938,3900,1938,Sicable
2026-06-18,-0.2,11825855,11825855,7575,1563,7575,1563,Saph
2026-06-18,0.33,72137230,72137230,3000,24943,3000,24943,DATA
2026-06-18,0.51,29351040,29351040,8945,3290,8945,3290,DATA
2026-06-18,0.0,228220180,228220180,8650,26184,8650,26184,DATA
2026-06-18,2.63,4812205,4812205,1560,3060,1560,3060,DATA
2026-06-18,1.01,4060810,4060810,3495,1176,3495,1176,DATA
2026-06-18,2.89,16900265,16900265,4100,4195,4100,4195,DATA
2026-06-18,-3.17,6293760,6293760,2750,2282,2750,2282,DATA
2026-06-18,-0.2,11825855,11825855,7575,1563,7575,1563,DATA
2026-06-18,2.63,4812205,4812205,1560,3060,1560,3060,SEMC
2026-06-18,0.29,7174030,7174030,8650,825,8650,825,DATA
2026-06-18,0.28,11880930,11880930,5395,2204,5395,2204,DATA
2026-06-18,0.78,131694830,131694830,5850,22286,5850,22286,BICB
2026-06-18,1.24,29383415,29383415,4505,6559,4505,6559,BOA_MALI
2026-06-18,0.68,126362580,126362580,7400,17075,7400,17075,BOA_SN
2026-06-18,-3.45,28194725,28194725,2100,13292,2100,13292,Filtisac
2026-06-18,0.6,10758800,10758800,15900,679,15900,679,Orange ci
2026-06-18,3.93,7409240,7409240,4095,1837,4095,1837,DATA
2026-06-18,0.51,29351040,29351040,8945,3290,8945,3290,BOA_BENIN
2026-06-18,-0.18,11667285,11667285,2845,4111,2845,4111,DATA
2026-06-18,0.0,15463200,15463200,1765,8527,1765,8527,DATA
2026-06-18,0.26,6539795,6539795,1950,3346,1950,3346,DATA
2026-06-18,0.33,72137230,72137230,3000,24943,3000,24943,Sucrivoire
2026-06-18,0.0,15463200,15463200,1765,8527,1765,8527,Cfao
2026-06-18,0.0,294360,294360,4460,66,4460,66,Sicor_ci
2026-06-18,6.25,42107472,42107472,34,1284180,34,1284180,ETIT
2026-06-18,7.48,9280965,9280965,4740,1991,4740,1991,DATA
2026-06-18,0.0,14811850,14811850,39000,380,39000,380,DATA
2026-06-18,-0.37,8393220,8393220,2680,3130,2680,3130,DATA
2026-06-18,0.78,131694830,131694830,5850,22286,5850,22286,DATA
2026-06-18,-0.71,242100315,242100315,28000,8608,28000,8608,Sonatel
2026-06-18,3.93,7409240,7409240,4095,1837,4095,1837,SAFCA
2026-06-18,0.0,75802225,75802225,39000,1944,39000,1944,DATA
2026-06-18,0.29,7174030,7174030,8650,825,8650,825,Palm ci
2026-06-18,0.72,2669320,2669320,2100,1275,2100,1275,Vivo energy
2026-06-18,-3.45,28194725,28194725,2100,13292,2100,13292,DATA
2026-06-18,0.72,2669320,2669320,2100,1275,2100,1275,DATA
2026-06-18,0.87,5348990,5348990,28445,189,28445,189,BICC
2026-06-18,-0.39,81349935,81349935,9055,8989,9055,8989,DATA
2026-06-18,2.89,16900265,16900265,4100,4195,4100,4195,LNBB
2026-06-18,0.0,228220180,228220180,8650,26184,8650,26184,SIBC
2026-06-18,-0.18,11667285,11667285,2845,4111,2845,4111,Total ci
2026-06-18,-1.46,22107210,22107210,3705,5930,3705,5930,DATA
2026-06-18,0.68,126362580,126362580,7400,17075,7400,17075,DATA
2026-06-18,0.61,64087510,64087510,16500,3884,16500,3884,DATA
2026-06-18,0.28,11880930,11880930,5395,2204,5395,2204,BOA_BF
2026-06-18,-0.71,242100315,242100315,28000,8608,28000,8608,DATA
2026-06-18,-3.17,6293760,6293760,2750,2282,2750,2282,Onatel bf
2026-06-18,0.0,10685770,10685770,3500,3064,3500,3064,DATA
2026-06-18,0.47,20844690,20844690,19040,1098,19040,1098,DATA
2026-06-18,1.24,29383415,29383415,4505,6559,4505,6559,DATA
2026-06-18,-1.57,7627165,7627165,3440,2210,3440,2210,DATA
2026-06-18,-0.22,41633820,41633820,22450,1858,22450,1858,Sitab_ci
2026-06-19,-1.75,112000,112000,56000,2,56000,2,Unilever
2026-06-19,-0.84,8827645,8827645,4700,1879,4700,1879,DATA
2026-06-19,-4.02,7509740,7509740,21500,337,21500,337,CORIS_BANK
2026-06-19,0.14,5195690,5195690,3500,1490,3500,1490,DATA
2026-06-19,1.48,34446825,34446825,3760,9156,3760,9156,BOA_NIGER
2026-06-19,1.11,14990205,14990205,4555,3310,4555,3310,BOA_MALI
2026-06-19,0.0,13335840,13335840,4995,2672,4995,2672,CIE CI
2026-06-19,-0.84,8827645,8827645,4700,1879,4700,1879,Tractafric
2026-06-19,0.0,6564630,6564630,11990,582,11990,582,DATA
2026-06-19,-0.51,18625550,18625550,38800,479,38800,479,DATA
2026-06-19,7.45,170104130,170104130,4400,42847,4400,42847,SAFCA
2026-06-19,3.33,5741210,5741210,2170,2656,2170,2656,DATA
2026-06-19,-0.6,12538685,12538685,15005,839,15005,839,Nestle
2026-06-19,0.54,610935905,610935905,28150,21619,28150,21619,DATA
2026-06-19,-0.51,18625550,18625550,38800,479,38800,479,Solibra
2026-06-19,-1.82,19097570,19097570,2700,7084,2700,7084,Onatel bf
2026-06-19,-1.03,21829605,21829605,1930,11392,1930,11392,DATA
2026-06-19,-0.13,21579400,21579400,7565,2852,7565,2852,Saph
2026-06-19,3.4,6262520,6262520,1825,3458,1825,3458,Cfao
2026-06-19,-5.55,64341090,64341090,2640,24152,2640,24152,DATA
2026-06-19,-1.75,112000,112000,56000,2,56000,2,DATA
2026-06-19,1.92,2303195,2303195,1590,1457,1590,1457,SEMC
2026-06-19,-3.49,31794770,31794770,8010,3930,8010,3930,DATA
2026-06-19,0.61,63127625,63127625,7445,8517,7445,8517,BOA_SN
2026-06-19,1.93,7960760,7960760,2900,2795,2900,2795,DATA
2026-06-19,0.0,4863315,4863315,3440,1414,3440,1414,Servair
2026-06-19,3.33,39592305,39592305,3100,12650,3100,12650,DATA
2026-06-19,-3.49,31794770,31794770,8010,3930,8010,3930,SOGB
2026-06-19,-1.03,21829605,21829605,1930,11392,1930,11392,Uniwax
2026-06-19,1.93,7960760,7960760,2900,2795,2900,2795,Total ci
2026-06-19,-0.56,7387255,7387255,2665,2761,2665,2761,DATA
2026-06-19,0.0,12934395,12934395,3500,3706,3500,3706,DATA
2026-06-19,2.97,34612315,34612315,5555,6348,5555,6348,BOA_BF
2026-06-19,-0.09,10972150,10972150,28420,386,28420,386,DATA
2026-06-19,1.11,14990205,14990205,4555,3310,4555,3310,DATA
2026-06-19,2.25,93535920,93535920,8845,10633,8845,10633,SIBC
2026-06-19,2.86,8434125,8434125,2160,3957,2160,3957,DATA
2026-06-19,-1.56,93995365,93995365,22100,4192,22100,4192,Sitab_ci
2026-06-19,0.38,99281260,99281260,39150,2539,39150,2539,DATA
2026-06-19,0.35,5518115,5518115,8680,636,8680,636,Palm ci
2026-06-19,3.4,6262520,6262520,1825,3458,1825,3458,DATA
2026-06-19,-0.56,7387255,7387255,2665,2761,2665,2761,ORAGROUP_TOGO
2026-06-19,0.34,75008235,75008235,5870,12748,5870,12748,DATA
2026-06-19,0.0,8020070,8020070,4100,2005,4100,2005,DATA
2026-06-19,-0.09,10972150,10972150,28420,386,28420,386,BICC
2026-06-19,0.0,4863315,4863315,3440,1414,3440,1414,DATA
2026-06-19,0.0,38663820,38663820,34,1123589,34,1123589,ETIT
2026-06-19,1.48,6678520,6678520,16745,404,16745,404,DATA
2026-06-19,7.45,170104130,170104130,4400,42847,4400,42847,DATA
2026-06-19,3.33,39592305,39592305,3100,12650,3100,12650,Sucrivoire
2026-06-19,-1.06,53100745,53100745,8850,5974,8850,5974,BOA_BENIN
2026-06-19,2.86,8434125,8434125,2160,3957,2160,3957,Filtisac
2026-06-19,0.34,75008235,75008235,5870,12748,5870,12748,BICB
2026-06-19,2.97,34612315,34612315,5555,6348,5555,6348,DATA
2026-06-19,0.35,5518115,5518115,8680,636,8680,636,DATA
2026-06-19,5.0,34349315,34349315,16695,2105,16695,2105,Orange ci
2026-06-19,-0.13,21579400,21579400,7565,2852,7565,2852,DATA
2026-06-19,1.92,2303195,2303195,1590,1457,1590,1457,DATA
2026-06-19,-1.06,53100745,53100745,8850,5974,8850,5974,DATA
2026-06-19,2.56,11956560,11956560,4000,3060,4000,3060,Sicable
2026-06-19,0.0,38663820,38663820,34,1123589,34,1123589,DATA
2026-06-19,3.26,48221695,48221695,9350,5157,9350,5157,DATA
2026-06-19,0.0,8020070,8020070,4100,2005,4100,2005,LNBB
2026-06-19,0.0,6564630,6564630,11990,582,11990,582,SODE CI
2026-06-19,5.0,34349315,34349315,16695,2105,16695,2105,DATA
2026-06-19,-1.82,19097570,19097570,2700,7084,2700,7084,DATA
2026-06-19,3.14,77500,77500,4600,17,4600,17,Sicor_ci
2026-06-19,0.43,72673050,72673050,2320,31011,2320,31011,DATA
2026-06-19,3.26,48221695,48221695,9350,5157,9350,5157,BOA_CI
2026-06-19,-1.56,93995365,93995365,22100,4192,22100,4192,DATA
2026-06-19,3.26,4755810,4755810,2375,2053,2375,2053,NEI-CEDA
2026-06-19,-4.02,7509740,7509740,21500,337,21500,337,DATA
2026-06-19,0.0,13335840,13335840,4995,2672,4995,2672,DATA
2026-06-19,3.14,77500,77500,4600,17,4600,17,DATA
2026-06-19,0.61,63127625,63127625,7445,8517,7445,8517,DATA
2026-06-19,0.43,72673050,72673050,2320,31011,2320,31011,AGL
2026-06-19,-0.6,12538685,12538685,15005,839,15005,839,DATA
2026-06-19,0.63,8624680,8624680,15950,543,15950,543,SMBC
2026-06-19,0.54,610935905,610935905,28150,21619,28150,21619,Sonatel
2026-06-19,3.26,4755810,4755810,2375,2053,2375,2053,DATA
2026-06-19,4.22,13825490,13825490,2100,6491,2100,6491,Bernabe
2026-06-19,3.33,5741210,5741210,2170,2656,2170,2656,Vivo energy
2026-06-19,0.63,8624680,8624680,15950,543,15950,543,DATA
2026-06-19,0.0,12934395,12934395,3500,3706,3500,3706,Setao
2026-06-19,0.38,99281260,99281260,39150,2539,39150,2539,SGB CI
2026-06-19,0.6,22510335,22510335,19155,1179,19155,1179,DATA
2026-06-19,-5.55,64341090,64341090,2640,24152,2640,24152,Erium ci
2026-06-19,2.56,11956560,11956560,4000,3060,4000,3060,DATA
2026-06-19,0.6,22510335,22510335,19155,1179,19155,1179,NSIA
2026-06-19,4.22,13825490,13825490,2100,6491,2100,6491,DATA
2026-06-19,2.25,93535920,93535920,8845,10633,8845,10633,DATA
2026-06-19,1.48,34446825,34446825,3760,9156,3760,9156,DATA
2026-06-19,0.14,5195690,5195690,3500,1490,3500,1490,Total senegal
2026-06-19,1.48,6678520,6678520,16745,404,16745,404,ECOBANK_CI
2026-06-22,0.63,5611615,5611615,15100,373,15100,373,DATA
2026-06-22,0.63,16518875,16518875,8735,1900,8735,1900,DATA
2026-06-22,2.39,14082670,14082670,3850,3728,3850,3728,DATA
2026-06-22,2.39,14082670,14082670,3850,3728,3850,3728,BOA_NIGER
2026-06-22,-1.29,7560920,7560920,3455,2166,3455,2166,DATA
2026-06-22,0.51,169289175,169289175,5900,28947,5900,28947,BICB
2026-06-22,0.0,28020775,28020775,3100,9018,3100,9018,Sucrivoire
2026-06-22,-1.05,3069300,3069300,2350,1301,2350,1301,DATA
2026-06-22,0.31,8097235,8097235,16000,500,16000,500,SMBC
2026-06-22,0.03,46654100,46654100,16700,2794,16700,2794,DATA
2026-06-22,-1.6,377968890,377968890,9200,41181,9200,41181,DATA
2026-06-22,3.7,23111000,23111000,2800,8562,2800,8562,DATA
2026-06-22,-0.67,43580260,43580260,7395,5871,7395,5871,DATA
2026-06-22,-0.11,5877010,5877010,4695,1256,4695,1256,DATA
2026-06-22,1.07,67857430,67857430,28450,2392,28450,2392,Sonatel
2026-06-22,0.0,33795495,33795495,2665,12773,2665,12773,DATA
2026-06-22,-2.31,39806925,39806925,4450,8879,4450,8879,DATA
2026-06-22,0.76,20997810,20997810,19300,1094,19300,1094,DATA
2026-06-22,0.9,24226950,24226950,22300,1087,22300,1087,Sitab_ci
2026-06-22,1.12,17159025,17159025,7650,2261,7650,2261,Saph
2026-06-22,3.48,688400,688400,57950,12,57950,12,Unilever
2026-06-22,-2.44,7958115,7958115,4000,1972,4000,1972,DATA
2026-06-22,-7.39,28395785,28395785,2445,11613,2445,11613,DATA
2026-06-22,-7.12,12994930,12994930,1695,7477,1695,7477,DATA
2026-06-22,0.26,296519300,296519300,38900,7622,38900,7622,Solibra
2026-06-22,3.56,24371835,24371835,8295,3006,8295,3006,SOGB
2026-06-22,0.0,23514105,23514105,4995,4709,4995,4709,CIE CI
2026-06-22,0.5,5412940,5412940,4020,1354,4020,1354,DATA
2026-06-22,-5.24,9624330,9624330,1990,4752,1990,4752,DATA
2026-06-22,0.13,317077755,317077755,39200,8088,39200,8088,SGB CI
2026-06-22,-1.29,7560920,7560920,3455,2166,3455,2166,Total senegal
2026-06-22,-1.89,6041335,6041335,3375,1778,3375,1778,Servair
2026-06-22,0.22,104095635,104095635,2325,43691,2325,43691,AGL
2026-06-22,0.26,296519300,296519300,38900,7622,38900,7622,DATA
2026-06-22,-3.04,1012985,1012985,4460,227,4460,227,DATA
2026-06-22,-0.11,5877010,5877010,4695,1256,4695,1256,Tractafric
2026-06-22,0.9,24226950,24226950,22300,1087,22300,1087,DATA
2026-06-22,3.56,24371835,24371835,8295,3006,8295,3006,DATA
2026-06-22,0.76,20997810,20997810,19300,1094,19300,1094,NSIA
2026-06-22,0.22,104095635,104095635,2325,43691,2325,43691,DATA
2026-06-22,-0.33,7787750,7787750,11950,652,11950,652,DATA
2026-06-22,2.94,130572272,130572272,35,3722814,35,3722814,DATA
2026-06-22,0.31,8097235,8097235,16000,500,16000,500,DATA
2026-06-22,2.33,25573230,25573230,22000,1178,22000,1178,CORIS_BANK
2026-06-22,0.0,23514105,23514105,4995,4709,4995,4709,DATA
2026-06-22,-3.04,1012985,1012985,4460,227,4460,227,Sicor_ci
2026-06-22,-0.46,7661010,7661010,2150,3573,2150,3573,DATA
2026-06-22,0.0,33795495,33795495,2665,12773,2665,12773,ORAGROUP_TOGO
2026-06-22,2.27,32788490,32788490,4500,7311,4500,7311,DATA
2026-06-22,0.0,30715810,30715810,2900,10671,2900,10671,DATA
2026-06-22,-0.67,43580260,43580260,7395,5871,7395,5871,BOA_SN
2026-06-22,-2.2,7066590,7066590,1555,4654,1555,4654,SEMC
2026-06-22,0.72,40852715,40852715,5595,7292,5595,7292,DATA
2026-06-22,1.12,17159025,17159025,7650,2261,7650,2261,DATA
2026-06-22,-2.2,7066590,7066590,1555,4654,1555,4654,DATA
2026-06-22,1.13,30822035,30822035,8950,3452,8950,3452,DATA
2026-06-22,0.0,28020775,28020775,3100,9018,3100,9018,DATA
2026-06-22,0.51,169289175,169289175,5900,28947,5900,28947,DATA
2026-06-22,0.5,5412940,5412940,4020,1354,4020,1354,Sicable
2026-06-22,-7.12,12994930,12994930,1695,7477,1695,7477,Cfao
2026-06-22,-1.89,6041335,6041335,3375,1778,3375,1778,DATA
2026-06-22,0.0,30715810,30715810,2900,10671,2900,10671,Total ci
2026-06-22,3.7,23111000,23111000,2800,8562,2800,8562,Onatel bf
2026-06-22,-1.14,5290965,5290965,3460,1544,3460,1544,DATA
2026-06-22,1.07,67857430,67857430,28450,2392,28450,2392,DATA
2026-06-22,0.28,8788220,8788220,28500,309,28500,309,DATA
2026-06-22,-0.06,85262660,85262660,8840,9635,8840,9635,SIBC
2026-06-22,0.13,317077755,317077755,39200,8088,39200,8088,DATA
2026-06-22,-0.33,7787750,7787750,11950,652,11950,652,SODE CI
2026-06-22,-0.06,85262660,85262660,8840,9635,8840,9635,DATA
2026-06-22,-1.14,5290965,5290965,3460,1544,3460,1544,Setao
2026-06-22,-1.6,377968890,377968890,9200,41181,9200,41181,BOA_CI
2026-06-22,-0.46,7661010,7661010,2150,3573,2150,3573,Filtisac
2026-06-22,0.28,8788220,8788220,28500,309,28500,309,BICC
2026-06-22,-2.31,39806925,39806925,4450,8879,4450,8879,BOA_MALI
2026-06-22,2.27,32788490,32788490,4500,7311,4500,7311,SAFCA
2026-06-22,0.0,5841055,5841055,2170,2680,2170,2680,DATA
2026-06-22,0.72,40852715,40852715,5595,7292,5595,7292,BOA_BF
2026-06-22,0.52,10433405,10433405,1940,5398,1940,5398,Uniwax
2026-06-22,2.33,25573230,25573230,22000,1178,22000,1178,DATA
2026-06-22,0.0,5841055,5841055,2170,2680,2170,2680,Vivo energy
2026-06-22,1.13,30822035,30822035,8950,3452,8950,3452,BOA_BENIN
2026-06-22,1.52,95990800,95990800,17000,5651,17000,5651,ECOBANK_CI
2026-06-22,0.03,46654100,46654100,16700,2794,16700,2794,Orange ci
2026-06-22,0.52,10433405,10433405,1940,5398,1940,5398,DATA
2026-06-22,0.63,16518875,16518875,8735,1900,8735,1900,Palm ci
2026-06-22,2.94,130572272,130572272,35,3722814,35,3722814,ETIT
2026-06-22,-2.44,7958115,7958115,4000,1972,4000,1972,LNBB
2026-06-22,1.52,95990800,95990800,17000,5651,17000,5651,DATA
2026-06-22,0.63,5611615,5611615,15100,373,15100,373,Nestle
2026-06-22,3.48,688400,688400,57950,12,57950,12,DATA
2026-06-22,-7.39,28395785,28395785,2445,11613,2445,11613,Erium ci
2026-06-22,-1.05,3069300,3069300,2350,1301,2350,1301,NEI-CEDA
2026-06-22,-5.24,9624330,9624330,1990,4752,1990,4752,Bernabe
2026-06-23,-1.53,92734875,92734875,5810,15952,5810,15952,DATA
2026-06-23,-0.34,58616515,58616515,8920,6583,8920,6583,BOA_BENIN
2026-06-23,-2.06,11713260,11713260,2610,4449,2610,4449,ORAGROUP_TOGO
2026-06-23,-0.98,24132025,24132025,21785,1106,21785,1106,CORIS_BANK
2026-06-23,0.0,8412530,8412530,1990,4227,1990,4227,DATA
2026-06-23,0.52,18572905,18572905,19400,959,19400,959,NSIA
2026-06-23,-0.98,24132025,24132025,21785,1106,21785,1106,DATA
2026-06-23,0.0,7423450,7423450,4000,1856,4000,1856,LNBB
2026-06-23,-0.17,20047865,20047865,2895,6940,2895,6940,DATA
2026-06-23,-0.46,6834515,6834515,2160,3168,2160,3168,Vivo energy
2026-06-23,-1.18,7515280,7515280,1675,4477,1675,4477,Cfao
2026-06-23,0.19,134334475,134334475,28505,4703,28505,4703,Sonatel
2026-06-23,-0.03,14081385,14081385,16695,844,16695,844,Orange ci
2026-06-23,2.25,6582180,6582180,1590,4194,1590,4194,SEMC
2026-06-23,-0.54,13954315,13954315,5565,2498,5565,2498,BOA_BF
2026-06-23,-1.35,716221460,716221460,22000,32517,22000,32517,Sitab_ci
2026-06-23,-0.14,3335295,3335295,3450,971,3450,971,Total senegal
2026-06-23,1.42,30528205,30528205,12120,2697,12120,2697,SODE CI
2026-06-23,4.95,134908265,134908265,2440,57716,2440,57716,DATA
2026-06-23,-2.02,5435145,5435145,4600,1165,4600,1165,Tractafric
2026-06-23,6.78,28564715,28564715,4805,6060,4805,6060,DATA
2026-06-23,-0.43,701540,701540,2340,300,2340,300,DATA
2026-06-23,0.52,18572905,18572905,19400,959,19400,959,DATA
2026-06-23,3.51,102200690,102200690,3985,26431,3985,26431,DATA
2026-06-23,-3.26,39402995,39402995,2080,18815,2080,18815,DATA
2026-06-23,0.59,1939635,1939635,3395,572,3395,572,DATA
2026-06-23,-0.12,1978915,1978915,4015,522,4015,522,DATA
2026-06-23,0.0,19613060,19613060,4995,3924,4995,3924,DATA
2026-06-23,0.0,61093416,61093416,35,1721065,35,1721065,DATA
2026-06-23,-2.94,194913145,194913145,16500,11571,16500,11571,ECOBANK_CI
2026-06-23,0.0,8366405,8366405,2800,3027,2800,3027,Onatel bf
2026-06-23,0.9,458920,458920,4500,102,4500,102,DATA
2026-06-23,-0.14,3335295,3335295,3450,971,3450,971,DATA
2026-06-23,2.25,6582180,6582180,1590,4194,1590,4194,DATA
2026-06-23,0.87,11619295,11619295,3490,3387,3490,3387,DATA
2026-06-23,-0.07,5257260,5257260,7645,688,7645,688,DATA
2026-06-23,7.36,61547190,61547190,2625,25768,2625,25768,Erium ci
2026-06-23,-0.56,18836200,18836200,4425,4247,4425,4247,DATA
2026-06-23,-0.46,6834515,6834515,2160,3168,2160,3168,DATA
2026-06-23,0.19,134334475,134334475,28505,4703,28505,4703,DATA
2026-06-23,0.59,1939635,1939635,3395,572,3395,572,Servair
2026-06-23,0.0,8366405,8366405,2800,3027,2800,3027,DATA
2026-06-23,0.0,61093416,61093416,35,1721065,35,1721065,ETIT
2026-06-23,0.0,405645,405645,57950,7,57950,7,Unilever
2026-06-23,0.9,458920,458920,4500,102,4500,102,Sicor_ci
2026-06-23,-2.02,5435145,5435145,4600,1165,4600,1165,DATA
2026-06-23,-2.06,11713260,11713260,2610,4449,2610,4449,DATA
2026-06-23,0.0,7423450,7423450,4000,1856,4000,1856,DATA
2026-06-23,-2.94,194913145,194913145,16500,11571,16500,11571,DATA
2026-06-23,-1.18,7515280,7515280,1675,4477,1675,4477,DATA
2026-06-23,0.0,19613060,19613060,4995,3924,4995,3924,CIE CI
2026-06-23,-0.51,119669830,119669830,39000,3067,39000,3067,DATA
2026-06-23,-1.53,92734875,92734875,5810,15952,5810,15952,BICB
2026-06-23,0.0,14001240,14001240,15100,932,15100,932,DATA
2026-06-23,-0.34,58616515,58616515,8920,6583,8920,6583,DATA
2026-06-23,-1.35,716221460,716221460,22000,32517,22000,32517,DATA
2026-06-23,1.25,7989080,7989080,16200,497,16200,497,DATA
2026-06-23,-0.14,10138730,10138730,28460,356,28460,356,BICC
2026-06-23,1.42,30528205,30528205,12120,2697,12120,2697,DATA
2026-06-23,-3.26,39402995,39402995,2080,18815,2080,18815,Filtisac
2026-06-23,0.06,12132495,12132495,8740,1388,8740,1388,DATA
2026-06-23,-1.61,30944060,30944060,3050,10037,3050,10037,Sucrivoire
2026-06-23,0.0,8412530,8412530,1990,4227,1990,4227,Bernabe
2026-06-23,0.87,11619295,11619295,3490,3387,3490,3387,Setao
2026-06-23,-0.51,119669830,119669830,39000,3067,39000,3067,SGB CI
2026-06-23,0.0,405645,405645,57950,7,57950,7,DATA
2026-06-23,0.26,23792825,23792825,1945,12327,1945,12327,DATA
2026-06-23,3.51,102200690,102200690,3985,26431,3985,26431,BOA_NIGER
2026-06-23,-1.61,30944060,30944060,3050,10037,3050,10037,DATA
2026-06-23,-0.43,701540,701540,2340,300,2340,300,NEI-CEDA
2026-06-23,-0.24,5852300,5852300,8275,708,8275,708,SOGB
2026-06-23,0.06,12132495,12132495,8740,1388,8740,1388,Palm ci
2026-06-23,-1.22,87263555,87263555,7305,11842,7305,11842,BOA_SN
2026-06-23,-0.12,1978915,1978915,4015,522,4015,522,Sicable
2026-06-23,-1.22,87263555,87263555,7305,11842,7305,11842,DATA
2026-06-23,0.26,23792825,23792825,1945,12327,1945,12327,Uniwax
2026-06-23,0.06,182734945,182734945,8845,20643,8845,20643,SIBC
2026-06-23,-2.06,17720440,17720440,38100,458,38100,458,Solibra
2026-06-23,-0.03,14081385,14081385,16695,844,16695,844,DATA
2026-06-23,-0.24,5852300,5852300,8275,708,8275,708,DATA
2026-06-23,0.06,182734945,182734945,8845,20643,8845,20643,DATA
2026-06-23,-0.54,13954315,13954315,5565,2498,5565,2498,DATA
2026-06-23,-0.14,10138730,10138730,28460,356,28460,356,DATA
2026-06-23,7.36,61547190,61547190,2625,25768,2625,25768,DATA
2026-06-23,6.78,28564715,28564715,4805,6060,4805,6060,SAFCA
2026-06-23,-0.17,20047865,20047865,2895,6940,2895,6940,Total ci
2026-06-23,-0.56,18836200,18836200,4425,4247,4425,4247,BOA_MALI
2026-06-23,0.54,138324550,138324550,9250,15167,9250,15167,BOA_CI
2026-06-23,0.54,138324550,138324550,9250,15167,9250,15167,DATA
2026-06-23,0.0,14001240,14001240,15100,932,15100,932,Nestle
